Table ID,Table Label,Data Type,Category,Confidence,Record Family,Is Custom
CUSTOMRECORD_CELIGO_SDK_INCLUDED_FILES,Celigo Included Files - Integr,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_INTEGRATION,Celigo Integration,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_LOGGER,Celigo Integration Log,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_INTEGRATION_USECASE,Celigo Integration Use Case,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_INTEGRATOR_UI,Celigo Integrator UI,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_INTERNAL_DATA_TYPES,Celigo Internal Data Types,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_JOB_BATCH,Celigo Job Batch,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_JOB_BATCH_STATUS,Celigo Job Batch Status,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_JOB_EXPORT,Celigo Job Export,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_JOB_EXPORT_STATUS,Celigo Job Export Status,Transaction Data,Purchases,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_JOB_IMPORT,Celigo Job Import,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_JOB_IMPORT_STATUS,Celigo Job Import Status,Transaction Data,Purchases,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_JOB_REALTIME,Celigo Job Realtime,Transaction Data,Employees,medium,CUSTOM,Yes
CUSTOMRECORD_CELIGO_LOCK,Celigo Lock,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_LOG_LEVEL,Celigo Log Levels,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_OBJECT_MAP,Celigo Object Mapping,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_PAAS_RECORD_TYPES,Celigo PaaS Object Types,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_PAAS_PARENT_REC_TYPE,Celigo PaaS Parent Record Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_PAAS_REC_SEARCH_META,Celigo PaaS Record Search Meta,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_PAAS_UI_COMPONENT,Celigo PaaS UI Component,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_PAAS_UI_ELEMENT,Celigo PaaS UI Element,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_PAAS_UI_ELEMENT_TYPE,Celigo Paas UI Element Type,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_MESSAGE_QUEUE,Celigo Queued Message,List Data,Communications,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT2_MESSAGE_QUEUE,Celigo Queued Message 2,List Data,Communications,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_REALTIME_EXPORT,Celigo Realtime Export (v1),Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW,Celigo Realtime Export Flow,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT2_EXPORT_FLOW,Celigo Realtime Export Flow 2.0,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW,Celigo Realtime Import Flow,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT_EXPORT_FLOW_LIB,Celigo RT Export Flow Lib,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_RT_IMPORT_FLOW_LIB,Celigo RT Import Flow Lib,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_PAAS_SEARCH_META_TYP,Celigo Search Meta Type,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_SOBJECT_METADATA,Celigo SObject Metadata,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_SUPPORTED_FIELD,Celigo Supported Field Type,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_SUPPORTED_LIST,Celigo Supported List Type,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_SUPPORTED_OBJECT,Celigo Supported Object Type,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_TF_TEST,Celigo Test,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_TF_BUNDLETRIGGERLIST,Celigo Test Bundle Trigger,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_TF_LIB,Celigo Test Library,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_TF_PRODUCT_LIST,Celigo Test Product List,List Data,Items,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_TF_RESULT,Celigo Test Result,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_TF_TESTTYPE,Celigo Test Type,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_CELIGO_TF_TRACKED,Celigo TF Test Trace,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_CELIGO_UE_EVENT_TYPES,Celigo UE Event Types,List Data,Activities,high,CUSTOMLIST,No
CUSTOMLIST_CELIGO_UE_EXCTX,Celigo UE Execution Context,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_CELIGO_RT2_UE_EXCTX,Celigo UE Execution Context 2,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_CELIGO_UE_EXEC_TYPES,Celigo UE Execution Types,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_CELIGO_RT2_UE_EXEC_TYPES,Celigo UE Execution Types 2,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_UNIQUE_TEST_REC,Celigo Unique Test,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_CELIGO_USER_EVENT_SCRIPTS,Celigo User Event Script,Setup Data,Users,high,CUSTOM,Yes
CenterType,Center Type,Customizations,Custom Objects,medium,OTHER,No
CUSTOMLIST_ATLAS_CERTIFCATION_TYPE,Certification Type,Customizations,Custom Lists,high,CUSTOMLIST,No
ChallengeWindowSize,Challenge window size,System Data,Other System,low,OTHER,No
CUSTOMRECORD_NS_ONE_CHANGE_LOG,Change Log,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NS_ONE_CHANGE_LOG_TYPE_LIST,Change Log Change Type,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_CHANGE_ORDER_STATUS,Change Order Status,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_NS_IBE_REQ_CHANNEL_OR_AREA,Channel/Area,Setup Data,Marketing,high,CUSTOM,Yes
charge,Charge,System Data,Other System,low,OTHER,No
ChargePeriodSegment,Charge Period Segment,Setup Data,Accounting,high,OTHER,No
ChargeRule,Charge Rule,Setup Data,Sales,high,OTHER,No
ChargeRuleType,Charge Rule Type,Setup Data,Sales,high,OTHER,No
ChargeRun,Charge Run Status,System Data,Other System,low,OTHER,No
Chargestagetype,Charge Stage,Customizations,Custom Objects,medium,OTHER,No
chargeType,Charge Type,Customizations,Custom Objects,medium,OTHER,No
Chargeuse,Charge Use,System Data,Other System,low,OTHER,No
check,Check,Transaction Data,Bank,high,TRANSACTION,No
classification,Class,Setup Data,Classifications,high,OTHER,No
classSegmentMapping,Class Mapping,Setup Data,Classifications,high,OTHER,No
CUSTOMRECORD_8299_CLIENT_AUDIT_TRAIL,Client Audit Trail,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_8299_CAT_TYPE,Client Audit Trail Type,Customizations,Custom Lists,high,CUSTOMLIST,No
clientScript,Client Script,Customizations,Scripts,high,OTHER,No
clientScriptDeployment,Client Script Deployment,Customizations,Scripts,high,OTHER,No
cmscontent,CMS Content,System Data,Other System,low,OTHER,No
cmscontenttype,CMS Content Type,Customizations,Custom Objects,medium,OTHER,No
cmscontenttypesitemapping,CMS Content Type Site Mapping,List Data,Items,high,OTHER,No
cmspage,CMS Page,System Data,Other System,low,OTHER,No
cmspagetype,CMS Page Type,Customizations,Custom Objects,medium,OTHER,No
ColorSet,Color Set,System Data,Other System,low,OTHER,No
CommerceCatalog,Commerce Catalog,System Data,Audit,high,OTHER,No
CommerceCategory,Commerce Category,Setup Data,Marketing,high,OTHER,No
CommerceSearchActivityData,Commerce Search Activity Data,List Data,Activities,high,OTHER,No
commission,Commission,Transaction Data,Bank,medium,TRANSACTION,No
CommissionableItem,Commissionable Item,List Data,Items,high,OTHER,No
CUSTOMRECORD_EB_COMMISSION_ADJUST_LINES,Commission Adjustment Lines,Transaction Data,Inventory,medium,CUSTOM,Yes
CUSTOMRECORD_MEYER_COMMISSION_FLOOR,Commission Floor,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_ATLAS_CPR_COMMISSIONLOG,Commission Log,Customizations,Custom Records,high,CUSTOM,Yes
CommissionOverview,Commission Overview,System Data,Other System,low,OTHER,No
CommissionPaymentType,Commission Payment Type,List Data,Payment Instruments,medium,OTHER,No
commissionPlan,Commission Plan,System Data,Other System,low,OTHER,No
commissionSchedule,Commission Schedule,System Data,Other System,low,OTHER,No
CUSTOMLIST_ATLAS_CPR_COMMSTAT,Commission Statuses,Customizations,Custom Lists,high,CUSTOMLIST,No
Commissn,COMMISSN,System Data,Other System,low,OTHER,No
InvtCommit,Commit Criteria,System Data,Other System,low,OTHER,No
Company,Company,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_2663_BANK_DETAILS,Company Bank Details,Setup Data,Company,high,CUSTOM,Yes
CompanyContactRelationship,Company-Contact Relationship,Setup Data,Company,high,OTHER,No
CompanyPreference,Company Preference,Setup Data,Company,high,OTHER,No
CompanySubsidiaryRelationship,Company-Subsidiary Relationship,Setup Data,Company,high,SETUP,No
companyTaxVariationOption,Company Tax Variation Option,Setup Data,Company,high,OTHER,No
Competitor,Competitor,System Data,Other System,low,OTHER,No
ComponentArea,Component Area,Transaction Data,Purchases,high,OTHER,No
ComponentAreaMonthSnapshotRecord,Component Area Monthly Snapshot,Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_EB_ITEM_CONCENTRATIONS,Concentrations,List Data,Items,high,CUSTOMLIST,No
ConnectLoginAudit,Connect Login Audit,System Data,Audit,high,OTHER,No
ConsolidatedRateType,Consolidated Exchange Rate,Setup Data,Accounting,high,OTHER,No
consolidatedExchangeRate,Consolidated Exchange Rate,Setup Data,Accounting,high,OTHER,No
consolidatedRateAdjustorPlugin,Consolidated Rate Adjustor Plugin,Transaction Data,Sales,high,OTHER,No
Contact,Contact,List Data,Employees,medium,ENTITY,No
ContactCategory,Contact Category,Setup Data,Marketing,high,ENTITY,No
ContactRole,Contact Role,Setup Data,Users,high,ENTITY,No
ContactSubsidiaryRelationship,Contact-Subsidiary Relationship,Setup Data,Subsidiaries,high,ENTITY,No
RetirementPlanContributionType,Contribution Type,Customizations,Custom Objects,medium,OTHER,No
controlTowerSourceType,Control Tower Source Type,Transaction Data,Sales,high,OTHER,No
CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,Cost Allocation Method,Setup Data,Locations,high,CUSTOMLIST,No
CostCategoryType,Cost Category,Setup Data,Marketing,high,OTHER,No
costCategory,Cost Category,Setup Data,Marketing,high,OTHER,No
CostEstimateType,Cost Estimate Type,Customizations,Custom Objects,medium,OTHER,No
CostingMethodType,Costing Method,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_SC_COUNT_CONFIGURATION,Count Configuration,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_SC_CR_SCHEDULED_DATA,Count Review Data,Transaction Data,Inventory,medium,CUSTOM,Yes
Country,Country,Transaction Data,Inventory,medium,OTHER,No
euMossCountry,Country of Consumption,Transaction Data,Inventory,medium,OTHER,No
CUSTOMLIST_SC_COUNT_TYPES,Count Types,Transaction Data,Inventory,medium,CUSTOMLIST,No
couponCode,Coupon Code,Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_CELIGO_INTGR_CREATED_WITHIN,Created Within,Customizations,Custom Lists,high,CUSTOMLIST,No
creditCards,Credit Cards,List Data,Payment Instruments,medium,OTHER,No
creditCardCharge,Credit Card Transaction,List Data,Payment Instruments,medium,OTHER,No
creditCardRefund,Credit Card Transaction,List Data,Payment Instruments,medium,OTHER,No
Creditholdoverridetype,Credit Hold,Transaction Data,Bank,medium,OTHER,No
creditMemo,Credit Memo,Transaction Data,Bank,medium,OTHER,No
CUSTOMLIST_DC_CREDIT_MEMO_TYPE,Credit Memo Type,Transaction Data,Bank,medium,CUSTOMLIST,No
RecSysCrmConversion,CRM Conversion,System Data,Other System,low,OTHER,No
CrmField,CRM Field,Customizations,Custom Objects,medium,OTHER,No
CrmRecordType,CrmRecordType,Customizations,Custom Objects,medium,OTHER,No
CrossChargeJournal,Cross Charge Journal,Transaction Data,Financial,high,OTHER,No
CrosschargeRequest,Cross Charge Request,System Data,Other System,low,OTHER,No
currency,Currency,Setup Data,Accounting,high,ACCOUNTING,No
currencyRate,Currency Exchange Rate,Setup Data,Accounting,high,ACCOUNTING,No
CurrencyRateType,Currency Exchange Rate Type,Setup Data,Accounting,high,ACCOUNTING,No
FxReval,Currency Revaluation,Setup Data,Accounting,high,OTHER,No
CurrencySymbol,Currency Symbol,Setup Data,Accounting,high,ACCOUNTING,No
Custom,Custom,Customizations,Custom Objects,medium,OTHER,No
CustomAndBuiltInSegment,Custom And Built-In Segment,Customizations,Custom Objects,medium,OTHER,No
CenterLink,Custom Center Link,Customizations,Custom Objects,medium,OTHER,No
Customer,Customer,List Data,Employees,medium,ENTITY,No
customerProject,Customer/Project,List Data,Employees,medium,ENTITY,No
customerCategory,Customer Category,Setup Data,Marketing,high,ENTITY,No
CustomerCharge,Customer Charge,List Data,Employees,medium,ENTITY,No
customerDeposit,Customer Deposit,List Data,Employees,medium,ENTITY,No
customerMessage,Customer Message,List Data,Communications,high,ENTITY,No
CUSTOMRECORD_SCM_CUSTOMERPARTNUMBER,Customer Part Number,List Data,Relationships,high,CUSTOM,Yes
customerPayment,Customer Payment,List Data,Payment Instruments,medium,TRANSACTION,No
customerPaymentAuthorization,Customer Payment Authorization,List Data,Payment Instruments,medium,TRANSACTION,No
customerRefund,Customer Refund,List Data,Employees,medium,ENTITY,No
CustomerSegment,Customer Segment,List Data,Employees,medium,ENTITY,No
EntityStage,Customer stage,List Data,Relationships,high,OTHER,No
customerStatus,Customer Status,List Data,Employees,medium,ENTITY,No
CustomerSubsidiaryRelationship,Customer-Subsidiary Relationship,Setup Data,Subsidiaries,high,ENTITY,No
CUSTOMRECORD_RAW_CUSTOMER_TEAM,Customer Team,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_RAW_TEAM_MEMBER_TYPE,Customer Team Member Type,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_SHIPC_CUSTOMER_THIRDPARTY,Customer Third Party Account,Setup Data,Accounting,high,CUSTOM,Yes
CUSTOMLIST_ATLAS_CUST_TYPE,Customer Type,List Data,Relationships,high,CUSTOMLIST,No
CustomField2,Custom Field,Customizations,Custom Objects,high,OTHER,No
CustomField4,Custom Field,Customizations,Custom Objects,high,OTHER,No
RevRecFieldMappingCustomField,Custom Field,Customizations,Custom Objects,high,OTHER,No
CustomField,Custom Field Definition,Customizations,Custom Objects,high,OTHER,No
glLinesAuditLog,Custom GL Lines Audit Log,Customizations,Custom Objects,medium,OTHER,No
glLinesPluginRevision,Custom GL Lines Plug-in Revisions,Customizations,Custom Objects,medium,OTHER,No
customGlPlugin,Custom GL Plugin,Customizations,Custom Objects,medium,OTHER,No
CustomList,Custom List Definition,Customizations,Custom Lists,high,OTHER,No
plugInTypeImpl,Custom Plug-in Implementation,Customizations,Custom Objects,medium,OTHER,No
plugInType,Custom Plug-In Type,Customizations,Custom Objects,medium,OTHER,No
ratableEventType,Custom Recognition Event Type,List Data,Activities,high,OTHER,No
CustomRecordActionScript,Custom Record Action Script,Customizations,Custom Records,high,CUSTOM,Yes
RecordActionScriptDeployment,Custom Record Action Script Deployment,Customizations,Scripts,high,OTHER,No
CustomRecordType,Custom Record Definition,Customizations,Custom Records,high,CUSTOM,Yes
CustomSegment,Custom Segment Definition,Customizations,Custom Objects,medium,OTHER,No
CustomSegmentField,Custom Segment Field,Customizations,Custom Objects,high,OTHER,No
sublist,Custom Sublist Definition,Customizations,Custom Objects,high,OTHER,No
SUBTAB,Custom Subtab,Customizations,Custom Objects,medium,OTHER,No
CustomTransactionType,Custom Transaction Definition,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST77,Cutover Activity,List Data,Activities,high,OTHER,No
CUSTOMRECORD_DT_TILE,Dashboard Tile,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_DT_TILE_ALERTOPS,Dashboard Tile Alert Operators,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_DT_TILE_TRANSFLDS,Dashboard Tile Trans Fields,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_DT_TRANSLATIONS,Dashboard Tile Translations,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_DT_TILE_TYPE,Dashboard Tile Types,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMLIST_DT_WRAPPING,Dashboard Wrapping,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_NS_MIGRATION_TRACKER,Data Migration Tracker,Customizations,Custom Records,high,CUSTOM,Yes
datasetBuilderPlugin,Dataset Builder Plug-in,System Data,Other System,low,OTHER,No
DayOfWeek,Day of Week,System Data,Other System,low,OTHER,No
CUSTOMLIST_2663_DAY_OF_WEEK,Day of Week,Customizations,Custom Lists,high,CUSTOMLIST,No
EventDowim,Day Of Week in Month,List Data,Activities,high,OTHER,No
CUSTOMRECORD_DC_DEDUCTION_TYPE,Deduction and Chargeback Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_DC_LANDING_PAGE,Deduction Landing Page,Customizations,Custom Lists,high,CUSTOMLIST,No
CUSTOMRECORD_DC_DM_DEDUCTION_MANAGEMENT,Deduction Management,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_DC_PREF,Deduction Management Setup,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_DC_DM_TASK,Deduction Management Task,List Data,Activities,high,CUSTOM,Yes
CUSTOMRECORD_DC_DM_TASK_DETAIL,Deduction Management Task Detail,List Data,Activities,high,CUSTOM,Yes
CUSTOMLIST_DC_DEDUCT_TYPE,Deduction Type,Customizations,Custom Lists,high,OTHER,No
alignOrHide,Default Chart Type,Customizations,Custom Objects,medium,OTHER,No
DeletedRecord,Deleted Record,Customizations,Custom Objects,medium,OTHER,No
DeletedRecordInConnect,Deleted Record In Connect,Customizations,Custom Objects,medium,OTHER,No
DeletedTransaction,Deleted Transaction,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST_DELIVERY_TERMS,Delivery Terms,Customizations,Custom Lists,high,OTHER,No
ItemDemandSource,Demand Source,List Data,Items,high,ITEM,No
department,Department,Setup Data,Company,medium,SETUP,No
CUSTOMRECORD_SAS_DEPARTMENT_APPROVER,Department Approver,Setup Data,Company,medium,SETUP,Yes
deptSegmentMapping,Department Mapping,Setup Data,Departments,high,OTHER,No
CUSTOMRECORD_NS_IBE_ACT_CONF_DEPLY_TYPE,Deployment Type,Customizations,Custom Records,high,CUSTOM,Yes
deposit,Deposit,Transaction Data,Bank,high,OTHER,No
depositApplication,Deposit Application,Transaction Data,Bank,high,OTHER,No
descriptionItem,Description Item,List Data,Items,high,ITEM,No
Device,Device,System Data,Other System,low,OTHER,No
DeviceId,Device ID,System Data,Other System,low,OTHER,No
DeviceStatusType,Device Status,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_8391_DD_FORMAT_SPCFC_TYPES,Direct Debit File Format Specific Types,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_2663_DIRECT_DEBIT_TYPE,Direct Debit Type,Customizations,Custom Lists,high,OTHER,No
DirectInvoicePaymentSetup,Direct Invoice Payment Setup,Setup Data,Company,high,TRANSACTION,No
NoteDirectionType,Direction,List Data,Communications,high,OTHER,No
discountItem,Discount Item,List Data,Items,high,ITEM,No
promocodediscounttype,Discount Type,Transaction Data,Inventory,medium,OTHER,No
distributionCategory,Distribution Category,Setup Data,Marketing,high,OTHER,No
distributionNetwork,Distribution Network,Transaction Data,Manufacturing,medium,OTHER,No
CUSTOMLIST_DC_DM_TASK_STATUS,DM Task Status,List Data,Activities,high,OTHER,No
CUSTOMRECORD_DAD_FILE,DnD File,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_DAD_FILE_HTML,DnD File Html,Customizations,Custom Records,high,CUSTOM,Yes
MediaItemFolder,Document Folder,List Data,Items,high,ITEM,No
domain,Domain,System Data,Other System,low,OTHER,No
domainHomePageType,Domain Home Page Media Type,Customizations,Custom Objects,medium,OTHER,No
domainHomePageSelect,Domain Home Page Select,System Data,Other System,low,OTHER,No
downloadItem,Download Item,List Data,Items,high,ITEM,No
CUSTOMRECORD_SAS_DRAFT_APPROVAL,Draft Approval,Customizations,Custom Records,high,CUSTOM,Yes
DriversLicense,Driver's License,System Data,Other System,low,OTHER,No
CUSTOMLIST_DT_TRANSLATABLE_FLDS,DT Translatable Fields,Customizations,Custom Lists,high,OTHER,No
dual,dual,System Data,Other System,low,OTHER,No
CUSTOMRECORD_DUNNING_BULK_BATCH,Dunning Bulk Update Batch,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_3805_BULK_UPDATE_STATUS,Dunning Bulk Update Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_3805_DUNNING_CONFIG,Dunning Configuration,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUN_CRM_EMAIL_TEMPLATE,Dunning Email Template,List Data,Communications,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_EVAL_RESULT,Dunning Evaluation Result,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_EVAL_STATEMENT,Dunning Evaluation Statement,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_HOLIDAYS,Dunning Holidays,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_L10N_JOB,Dunning Job,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_DL_JOB_QUEUE,Dunning Job Queue,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_LEVEL,Dunning Level,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_EVAL_RULE,Dunning Level Rule,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_3805_DER_AMOUNT,Dunning Level Rule Amount,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_STATUS,Dunning Pause Reason,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_SUBSTATUS,Dunning Pause Reason Detail,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_PROCEDURE,Dunning Procedure,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_PROC_PRIORITY,Dunning Procedure Priority,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_QUEUE_REQUEST,Dunning Queue Request,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_RECIPIENT,Dunning Recipient,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_DUNNING_ROLES_LIST,Dunning Roles,Setup Data,Users,high,OTHER,No
CUSTOMLIST_DL_GD_SCHEDULE_WEEK_MOD_DAY,Dunning Schedule Days,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_DL_GD_SUMMARY,Dunning Setup Summary,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_TEMPLATE,Dunning Template,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_3805_DUNNING_TEMPLATE_DOC,Dunning Template Document,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_EB_EEF_CONFIGURATION,EB : EEF - Configuration,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_EB_NS_RECORD_COUNT,EB : UTIL : Instance Record Counts,Transaction Data,Inventory,medium,CUSTOM,Yes
CUSTOMLIST_SCM_ECO_ACTION,ECO Action,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SCM_ECN_IMPLEMENT_ECO_LOG,ECO Implementation Log,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,ECO Implementation Status,Customizations,Custom Lists,high,OTHER,No
ThreeDSECommerceIndicator,E-Commerce Indicator (ECI),List Data,Employees,high,OTHER,No
CUSTOMLIST_ED_CONFIG_LIST,ED Configurable Field List,Setup Data,Company,high,OTHER,No
edition,Edition,System Data,Other System,low,OTHER,No
CUSTOMRECORD_ED_PREFERENCE,ED Preferences,Setup Data,Company,high,CUSTOM,Yes
Education,Education,System Data,Other System,low,OTHER,No
CUSTOMLIST_EB_EEF_OPERATION_TYPE,EEF : Operation Type,Customizations,Custom Lists,high,OTHER,No
EffectivityBasedOnType,Effectivity Based On,Customizations,Custom Objects,medium,OTHER,No
CUSTOMLIST_2663_PROCESS_STATUS,EFT Processing Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_15906_EP_LOGS,Electronic Payments Logs,List Data,Payment Instruments,medium,CUSTOM,Yes
CUSTOMRECORD_EP_PREFERENCE,Electronic Payments Preference,Setup Data,Company,high,CUSTOM,Yes
RecSysEligibility,Eligibility,System Data,Other System,low,OTHER,No
InterCompanyEliminations,Eliminate Intercompany Transactions,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_SAS_APPROVAL_LOGS,Email Approval Log,List Data,Communications,high,CUSTOM,Yes
emailCapturePlugin,Email Capture Plugin,List Data,Communications,high,OTHER,No
EmailPreferenceType,Email Preference Type,Setup Data,Company,high,OTHER,No
EmailTemplate,Email Template,List Data,Communications,high,OTHER,No
employee,Employee,List Data,Employees,high,ENTITY,No
EmployeeChangeReason,Employee Change Reason,List Data,Employees,high,ENTITY,No
EmployeeChangeRequest,Employee Change Request,List Data,Employees,high,ENTITY,No
EmployeeChangeRequestType,Employee Change Request Type,List Data,Employees,high,ENTITY,No
CUSTOMRECORD_MEYER_EMP_COMM_ADJUSTMENTS,Employee Commission Adjustments,List Data,Employees,high,CUSTOM,Yes
EmployeeList,Employee Directory,List Data,Employees,high,ENTITY,No
EmployeeExpenseSourceType,Employee Expense Source Type,List Data,Employees,high,ENTITY,No
EmployeeFilingStatus,Employee Filing Status,List Data,Employees,high,ENTITY,No
EmployeePayrollItem,Employee Payroll Item,List Data,Employees,high,ENTITY,No
EmployeeStatus,Employee Status,List Data,Employees,high,ENTITY,No
payrollBatchPayees,Employees to Pay,List Data,Employees,high,OTHER,No
